1332.  Das ist ein sehr schöner Hund – welche Rasse ist das? ,  This is a very beautiful dog – what breed is it?, vocabulary-tag
1333.  Der Lord möchte heute niemanden sprechen. ,  The lord doesn’t want to talk to anyone today., vocabulary-tag
1334.  In diesem Fass lagern wir einen teuren Wein. ,  In this barrel we store an expensive wine., vocabulary-tag
1335.  Der Zahn muss leider gezogen werden. ,  Unfortunately, the tooth will have to be taken out., vocabulary-tag
1336.  An der Kasse steht ein Kunde und wartet. ,  There is a customer waiting at the checkout., vocabulary-tag
1337.  Man muss viel arbeiten, wenn man Erfolg haben will. ,  One has to work a lot if one wants to have success ., vocabulary-tag
1338.  Ich werde mir im Laden noch schnell eine Flasche Wasser schnappen . ,  I will quickly go and grab a bottle of water from the shop., vocabulary-tag
1339.  Heute Mittag müssen wir eine wichtige Entscheidung fällen . ,  This afternoon we have to make an important decision., vocabulary-tag
1340.  Morgen kommt uns Anna besuchen. ,  Anna will visit us tomorrow., vocabulary-tag
1341.  Er hat ihr eine rote Rose zum Geburtstag geschenkt. ,  He gave her a red rose for her birthday., vocabulary-tag
1342.  Die Kinder mögen den neuen Lehrer sehr. ,  The children like the new teacher a lot., vocabulary-tag
1343.  Du solltest aus dem Haus hinaus gehen und etwas frische Luft schnappen. ,  You should get out of the house and get some fresh air., vocabulary-tag
1344.  Heute hat ein neuer Mitarbeiter angefangen. ,  Today a new employee started., vocabulary-tag
1345.  Sie wollte, dass der Kuss niemals endet. ,  She didn’t want the kiss to end., vocabulary-tag
1346.  Der Hund hat einen braunen Schwanz . ,  The dog has a brown tail ., vocabulary-tag
1347.  Sarah hat uns gestern wirklich sehr geholfen . ,  Sarah really helped us a lot yesterday., vocabulary-tag
1348.  Wo warst du? Ich habe über eine Stunde auf dich gewartet ! ,  Where were you? I waited over an hour for you!, vocabulary-tag
1349.  Er fühlt sich in der neuen Stadt alleine und fremd . ,  He feels lonely and foreign in the new city., vocabulary-tag
1350.  Die Süße des Kuchens ist perfekt – nicht zu viel und nicht zu wenig! ,  The sweetness of this cake is perfect – not too much and not too little!, vocabulary-tag
1351.  Schätzchen , kannst du bitte die Musik etwas leiser stellen? ,  Sweetheart , could you please turn down the music a little?, vocabulary-tag
1352.  Wir haben noch einen Haufen Klamotten, den wir sortieren müssen. ,  We have a heap of clothes that we need to sort., vocabulary-tag
1353.  Vom Dach aus hat man einen tollen Blick. ,  You get a nice view from the roof ., vocabulary-tag
1354.  Ich glaube, dass sie uns jeden Moment angreifen werden. ,  I think they will attack any moment now., vocabulary-tag
1355.  Wir wollten schon immer einmal in diesem Restaurant essen. ,  We have always wanted to eat in this restaurant ., vocabulary-tag
1356.  Die Aufnahme ist schon ziemlich alt, doch sie ist unbeschädigt. ,  This recording is pretty old, but it has not been damaged., vocabulary-tag
1357.  Die Autos stoppen an der roten Ampel. ,  The cars stop at the red light., vocabulary-tag
1358.  Wir müssen diese Möbel verrücken . ,  We need to shift the furniture., vocabulary-tag
1359.  Es braucht viel Mut , einen Job im Ausland anzunehmen. ,  It takes a lot of courage to accept a job abroad., vocabulary-tag
1360.  Wenn du nicht sofort herkommst, werde ich dir den Hintern versohlen! ,  If you don’t come over here right now I will smack your butt !, vocabulary-tag
1361.  Der schwarze Anzug sieht wirklich elegant aus. ,  The black tuxedo looks really elegant., vocabulary-tag
1362.  Wenn sie das Signal gibt, rennen wir los. ,  When she gives the signal , we will start running., vocabulary-tag
1363.  In dieser Fabrik fertigen die Arbeiter Uhren. ,  In this factory the employees manufacture watches., vocabulary-tag
1364.  In diesem Schloss wohnt ein echter Prinz ! ,  A real prince lives in this castel!, vocabulary-tag
1365.  Die Frau, deren Mann im Ausland wohnt, spricht Russisch. ,  The woman, whose husband lives abroad, speaks Russian., vocabulary-tag
1366.  Ich glaube, dass sich dort etwas bewegt hat. ,  I think something moved over there., vocabulary-tag
1367.  Diese Pizza ist riesig ! ,  This pizza is huge !, vocabulary-tag
1368.  Er verlässt das Haus niemals ohne seine Pistole . ,  He never leaves the house without his gun ., vocabulary-tag
1369.  Heute Abend werden wir zusammen kochen . ,  This evening we will cook together., vocabulary-tag
1370.  Er denkt, dass es später noch regnen wird. ,  He thinks that it will rain later on., vocabulary-tag
1371.  Ich möchte mich an den Strand legen und einfach nichts tun. ,  I want to lie on the beach and simply do nothing., vocabulary-tag
1372.  In wenigen Minuten werden wir mit der Vorstellug starten . ,  In a few minutes we will start with the show., vocabulary-tag
1373.  Es ist nicht fair , dass du so viel mehr verdienst als ich! ,  It isn’t fair that you are earning so much more than me!, vocabulary-tag
1374.  Diese Regeln gelten für alle Mitarbeiter. ,  These rules apply to all employees., vocabulary-tag
1375.  Das ist ja eine tolle Neuigkeit ! ,  That is really great news !, vocabulary-tag
1376.  Er hat großes Interesse an der Kunstausstellung gezeigt. ,  He has shown great interest in the art exhibition., vocabulary-tag
1377.  Er kann immer noch nicht schwimmen ! ,  He still cannot swim !, vocabulary-tag
1378.  Das Mädel in meiner Klasse gefällt mir sehr gut. ,  I really like the girl in my class., vocabulary-tag
1379.  Die größte Herausforderung ist, nichts zu vergessen. ,  The biggest challenge is not to forget anything., vocabulary-tag
1380.  Das Grün deiner Augen ist wunderschön. ,  The green of your eyes is beautiful., vocabulary-tag
1381.  Er muss seinen Vertrag nur noch unterschreiben. ,  He just needs to sign his contract ., vocabulary-tag
1382.  Wem gehört der Hund? Ist das eurer ? ,  Who does the dog belong to? Is that yours ?, vocabulary-tag
1383.  Sein Benehmen gestern war sehr unhöflich. ,  His behavior yesterday was very rude., vocabulary-tag
1384.  Dieser Sitz ist für meinen Mann reserviert. ,  This seat has been reserved for my husband., vocabulary-tag
1385.  Ich denke, dass jeder eine zweite Chance verdient. ,  I think that everyone deserves a second chance., vocabulary-tag
1386.  Der Richter ist sehr streng. ,  The judge is very strict., vocabulary-tag
1387.  Es ist eine Tatsache , dass du nie Zeit für mich hast. ,  It is a fact that you never have time for me., vocabulary-tag
1388.  Die Antworten lauten A und D. ,  The answers are called “A” and “D”, vocabulary-tag
1389.  Es war sein letzter Wille , hier begraben zu werden. ,  It was his last will to be buried here., vocabulary-tag
1390.  Der Mann, dessen Kinder schon erwachsen sind, lebt alleine. ,  The man, whose children are already grown-ups, lives alone., vocabulary-tag
1391.  Auf dem Programm steht, dass der Fillm 120 Minuten dauert. ,  The program says that the film is 120 minutes long., vocabulary-tag
1392.  Welches Datum haben wir heute? ,  What is the date today?, vocabulary-tag
1393.  Das Messer ist sehr scharf . ,  The knife is very sharp ., vocabulary-tag
1394.  Viele Leute haben ihr einen Glückwunsch geschickt. ,  Many people sent her their congratulations ., vocabulary-tag
1395.  Mein Freund Walter kann drei Sprachen sprechen. ,  My friend Walter can speak three languages., vocabulary-tag
1396.  Sei nicht böse, das war doch nur ein Scherz ! ,  Don’t be mad, it was just a joke !, vocabulary-tag
1397.  Manche Menschen haben eine besondere Gabe . ,  Some people have a special gift ., vocabulary-tag
1398.  Ich habe gerade meine letzte Zigarette geraucht ,  I just smoked my last cigarette ., vocabulary-tag
1399.  Er hat die Marmelade komplett leer gegessen! ,  He completely finished the jam!, vocabulary-tag
1400.  Der Mann holt sein Gewehr , weil er jagen geht. ,  The man gets his shotgun because he is going hunting., vocabulary-tag
1401.  Wir werden in wenigen Minuten in Santiago landen . ,  In a few minutes we will land in Santiago., vocabulary-tag
1402.  Ich glaube, dass sein Sohn Bobby heißt. ,  I think his son is called Bobby ., vocabulary-tag
1403.  Sie hat vor ein paar Jahren in England gelebt. ,  She lived in England a few years ago., vocabulary-tag
1404.  Endlich haben sie den Mörder verhaftet . ,  They finally arrested the murderer., vocabulary-tag
1405.  Er ist ein verdammter Lügner! ,  He is a damned liar!, vocabulary-tag
1406.  Ich finde, dass er sich heute sehr merkwürdig benimmt. ,  I think he is behaving very strange today., vocabulary-tag
1407.  Mami , ich möchte gerne ein Eis essen. ,  Mommy , I would like to eat some ice cream., vocabulary-tag
1408.  Es scheint, als hättest du den Verstand vollkommen verloren. ,  It seems like you completely lost your mind., vocabulary-tag
1409.  Ich habe gestern zufällig meinen Ex im Supermarkt getroffen. ,  I randomly ran into my ex at the supermarket yesterday., vocabulary-tag
1410.  Mein bester Freund Robert wird morgen heiraten. ,  My best friend Robert will get married tomorrow., vocabulary-tag
1411.  Ich steige langsam den Berg hinauf. ,  I slowly climb up the mountain., vocabulary-tag
1412.  Letztes Mal hast du gesagt, dass du kein Fleisch isst. ,  Last time you said that you don’t eat meat., vocabulary-tag
1413.  Rom ist die Hauptstadt von Italien. ,  Rome is the capital of Italy., vocabulary-tag
1414.  Sein Bruder Martin ist 4 Jahre jünger als er. ,  His brother Martin is 4 years younger than him., vocabulary-tag
1415.  Er kann normalerweise nicht so viel essen, doch heute hat er Hunger! ,  He normally cannot eat that much but he is hungry today!, vocabulary-tag
1416.  Ich brauche unbedingt eine Pause . ,  I really need a break ., vocabulary-tag
1417.  Sie hat sich am Wochenende ein neues Kleid gekauft. ,  On the weekend she bought a new dress for herself., vocabulary-tag
1418.  Diese Insel liegt sehr fern . ,  This island is very remote ., vocabulary-tag
1419.  Du solltest dir den Kauf eines Hauses wirklich überlegen. ,  You should really think about the purchase of a house., vocabulary-tag
1420.  Unser Hund kann nichts sehen, er ist blind . ,  Our dog cannot see anything, he is blind ., vocabulary-tag
1421.  Die Königin möchte ihren Ehemann sprechen. ,  The queen would like to talk to her husband., vocabulary-tag
1422.  Wir sind die ganze Nacht gefahren , um bei dir sein zu können. ,  We have driven all night in order to be with you., vocabulary-tag
1423.  Er scheint sich nicht besonders für Kunst zu interessieren . ,  It seems that art does not particularly interest him., vocabulary-tag
1424.  Wie viel kostet diese Flasche Saft? ,  How much is this bottle of juice?, vocabulary-tag
1425.  Wie geht’s dir? ,  How goes it ?, vocabulary-tag
1426.  Welcher Kellner hat dir das Essen serviert? ,  Which waiter served you the food?, vocabulary-tag
1427.  Ich habe schon immer gewusst , dass etwas nicht mit ihm stimmt. ,  I have always known that something isn’t quite right with him., vocabulary-tag
1428.  Er wird seinem Sohn nicht erlauben , in die Stadt zu gehen. ,  He will not allow his son to go into town., vocabulary-tag
1429.  Sie will ihn mit ihren Worten verletzen . ,  She wants to hurt him with her words., vocabulary-tag
1430.  Bitte hör mit diesem Unsinn auf! ,  Please stop with this nonsense !, vocabulary-tag
1431.  Am Ende wird er uns alle richten . ,  In the end he will judge all of us., vocabulary-tag
1432.  Es ist schön, einen Garten zu besitzen . ,  It is nice to own a garden., vocabulary-tag
1433.  Bitte gib mir den langen Ast. ,  Please pass me the long branch., vocabulary-tag
1434.  Ich werde sie von hier aus beobachten . ,  I will watch her from here., vocabulary-tag
1435.  Es ist unsere Verantwortung , dass hier alles funktioniert. ,  It is our responsibility to make sure everything works here., vocabulary-tag
1436.  Mein Tag war wirklich beschissen . ,  My day was really shitty ., vocabulary-tag
1437.  Ich habe dir ein paar Andenken aus Mexiko mitgebracht . ,  I brought you some souvenirs from Mexico., vocabulary-tag
1438.  Sie isst ein Ei und eine Scheibe Toast zum Frühstück . ,  She is eating an egg and a slice of toast for breakfast ., vocabulary-tag
1439.  Wir müssen ihn hier lebend herausholen! ,  We have to get him out of here alive !, vocabulary-tag
1440.  Ich verstehe nicht, warum diese Schuhe so teuer sind! ,  I cannot understand why these shoes are so expensive !, vocabulary-tag
1441.  Sie müssen ein Mitglied sein, um in diesen Bereich gehen zu können. ,  You have to be a member in order to go into this area., vocabulary-tag
1442.  Wenn er so weitermacht, werde ich ihn feuern . ,  If he continues like this I will fire him., vocabulary-tag
1443.  Diesen Sommer werden wir ans Meer fahren. ,  This summer we will drive to the sea., vocabulary-tag
1444.  Die Kinder sind ja schon alle erwachsen ! ,  The children are all grown-up !, vocabulary-tag
1445.  Morgen müssen wir sehr früh aufstehen . ,  Tomorrow we have to get up very early., vocabulary-tag
1446.  Der Irre ist aus der Anstalt ausgebrochen. ,  The lunatic escaped the asylum., vocabulary-tag
1447.  Die Tiere im Stall brauchen noch Fressen . ,  The aimals in the stable still need food ., vocabulary-tag
